"stop_id","stop_code","stop_name","stop_lon","stop_lat"
"9400ZZMABLL1","mantwja","Benchill (Manchester Metrolink) (Travelling )","-2.25613075","53.38707406"
"9400ZZMABLL2","mantwjd","Benchill (Manchester Metrolink) (Travelling )","-2.25629609","53.38706471"
"9400ZZMANMR1","mantwgt","Northern Moor (Manchester Metrolink) (Travelling )","-2.28804079","53.41455129"
"9400ZZMANMR2","mantwgt","Northern Moor (Manchester Metrolink) (Travelling )","-2.28832634","53.41450566"
"9400ZZMAPLL1","mantwjg","Peel Hall (Manchester Metrolink) (Travelling )","-2.25038415","53.37373817"
"9400ZZMAPLL2","mantwjg","Peel Hall (Manchester Metrolink) (Travelling )","-2.2505191","53.37368396"
"9400ZZMASWP1","mantwgp","Sale Water Park (Manchester Metrolink) (Travelling )","-2.29112752","53.42812551"
"9400ZZMASWP2","mantwgt","Sale Water Park (Manchester Metrolink) (Travelling )","-2.29063212","53.42830649"
"9400ZZMARND1","mantwja","Roundthorn (Manchester Metrolink) (Travelling )","-2.28908085","53.39267056"
"9400ZZMARND2","mantwja","Roundthorn (Manchester Metrolink) (Travelling )","-2.28929125","53.39265208"
"9400ZZMARWD1","mantwjg","Robinswood Road (Manchester Metrolink) (Travelling )","-2.26000733","53.37680068"
"9400ZZMARWD2","mantwjg","Robinswood Road (Manchester Metrolink) (Travelling )","-2.25744792","53.37613208"
"9400ZZMAMRD1","mantwgw","Moor Road (Manchester Metrolink) (Travelling )","-2.29509426","53.40331631"
"9400ZZMAMRD2","mantwgw","Moor Road (Manchester Metrolink) (Travelling )","-2.29530545","53.40340568"
"9400ZZMAWYT1","mantwjd","Wythenshawe Town Centre (Manchester Metrolink) (Travelling )","-2.26370993","53.38001047"
"9400ZZMAWYT2","mantwjd","Wythenshawe Town Centre (Manchester Metrolink) (Travelling )","-2.26381521","53.38001923"
"9400ZZMAAIR1","mantwjm","Manchester Airport (Manchester Metrolink) (Travelling )","-2.2724706","53.3653573"
"9400ZZMAWPK1","mantwgt","Wythenshawe Park (Manchester Metrolink) (Travelling )","-2.29560543","53.40762058"
"9400ZZMAWPK2","mantwgt","Wythenshawe Park (Manchester Metrolink) (Travelling )","-2.29565112","53.40770136"
"9400ZZMABAG1","mantwgw","Baguley (Manchester Metrolink) (Travelling )","-2.29255239","53.39675191"
"9400ZZMABAG2","mantwgw","Baguley (Manchester Metrolink) (Travelling )","-2.2927935","53.39682323"
"9400ZZMABAR1","mantwgp","Barlow Moor Road (Manchester Metrolink) (Travelling )","-2.26934986","53.4327698"
"9400ZZMABAR2","mantwgp","Barlow Moor Road (Manchester Metrolink) (Travelling )","-2.26939546","53.4328416"
"9400ZZMACSS1","mantwjd","Crossacres (Manchester Metrolink) (Travelling )","-2.25621326","53.38328968"
"9400ZZMACSS2","mantwjd","Crossacres (Manchester Metrolink) (Travelling )","-2.25631882","53.38334338"
"9400ZZMASDW1","mantwjm","Shadowmoss (Manchester Metrolink) (Travelling )","-2.25240676","53.36755872"
"9400ZZMASDW2","mantwjm","Shadowmoss (Manchester Metrolink) (Travelling )","-2.25264732","53.36757619"
"9400ZZMAVIC3","mantpja","Victoria (Manchester Metrolink) (Travelling )","-2.24175723","53.48777551"
"9400ZZMASHU1","mantpgw","Shudehill (Manchester Metrolink) (Travelling )","-2.23918094","53.48524596"
"9400ZZMASHU2","mantpja","Shudehill (Manchester Metrolink) (Travelling )","-2.23907576","53.4853001"
"1800SB18791","MANTWTD","Oxford House (Travelling South East) nr","-2.23865421","53.47196207"
"1800SB18801","MANTWTD","Aquatics Ctr (Travelling South East) nr","-2.2368051","53.46996132"
"1800SB18781","MANTWTD","Oxford Rd Stn (Travelling South East) adj","-2.24057994","53.47416038"
"1800WK00311","MANWAGD","The Anvil (Travelling South West) Stop C","-2.63433682","53.54612765"
"1800BNIN0B1","MANWADT","Bolton Interchange (Travelling ) Stand B","-2.42783287","53.57561018"
"1800BNIN0C1","MANWADT","Bolton Interchange (Travelling ) Stand C","-2.42751464","53.57550345"
"9400ZZMABOB1","mantpjw","Besses o'th'barn (Manchester Metrolink) (Travelling )","-2.28616","53.54205727"
"9400ZZMABOB2","mantpjw","Besses o'th'barn (Manchester Metrolink) (Travelling )","-2.28608455","53.54205745"
"9400ZZMABOW1","mantpma","Bowker Vale (Manchester Metrolink) (Travelling )","-2.24991768","53.52483595"
"9400ZZMACRU1","mantpma","Crumpsall (Manchester Metrolink) (Travelling )","-2.24114098","53.51725879"
"9400ZZMAPWC1","mantpjw","Prestwich (Manchester Metrolink) (Travelling )","-2.28198188","53.53325859"
"9400ZZMAABM1","mantpma","Abraham Moss (Manchester Metrolink) (Travelling )","-2.23550807","53.51045682"
"9400ZZMAABM2","mantpmd","Abraham Moss (Manchester Metrolink) (Travelling )","-2.23611371","53.51090505"
"9400ZZMAHEA1","mantpjw","Heaton Park (Manchester Metrolink) (Travelling )","-2.26699737","53.53036281"
"9400ZZMAHEA2","mantpjw","Heaton Park (Manchester Metrolink) (Travelling )","-2.26692273","53.53048881"
"9400ZZMAWFD1","mantpjt","Whitefield (Manchester Metrolink) (Travelling )","-2.29535318","53.55119405"
"9400ZZMAWFD2","mantpjw","Whitefield (Manchester Metrolink) (Travelling )","-2.29527828","53.55127513"
"9400ZZMABUR1","mantpjt","Bury (Manchester Metrolink) (Travelling )","-2.29726133","53.59082787"
"9400ZZMABUR2","mantpjt","Bury (Manchester Metrolink) (Travelling )","-2.29711026","53.59082824"
"9400ZZMAVIC2","mantpja","Victoria (Manchester Metrolink) (Travelling )","-2.24180264","53.48781138"
"9400ZZMAPWC2","mantpjw","Prestwich (Manchester Metrolink) (Travelling )","-2.28183161","53.53334883"
"9400ZZMAQRD1","mantwga","Queens Road (Manchester Metrolink) (Travelling )","-2.22673067","53.5017101"
"9400ZZMAQRD2","mantwga","Queens Road (Manchester Metrolink) (Travelling )","-2.22656436","53.50162053"
"9400ZZMARAD1","mantpjt","Radcliffe (Manchester Metrolink) (Travelling )","-2.32112672","53.56236302"
"9400ZZMARAD2","mantpjt","Radcliffe (Manchester Metrolink) (Travelling )","-2.32094583","53.56239946"
"9400ZZMACRU2","mantpma","Crumpsall (Manchester Metrolink) (Travelling )","-2.24094508","53.51728615"
"9400ZZMABOW2","mantpma","Bowker Vale (Manchester Metrolink) (Travelling )","-2.24985777","53.52490798"
"1800SBH4991","","Kingswood Rd (Ebd) (Travelling East)","-2.21284384","53.43814225"
"1800SBH4971","","Ladybarn Ln (Sbd) (Travelling South)","-2.21354885","53.43764662"
"1800SBH5011","","Wald Ave (Nbd) (Travelling North)","-2.20836544","53.43659514"
"1800SBH5001","","Kingswood Rd (Wbd) (Travelling West)","-2.20843301","53.43809611"
"2800S46176A","mergpgd","Broad Lane (Travelling North West) Adjacent","-2.92539559","53.44143359"
"2800S46176B","mergpgd","Porchester Road (Travelling South) Adjacent","-2.92494187","53.44133823"
"0690WNA02946","wrgmpgm","Centre Park Square (Travelling West) W-bound","-2.59703169","53.38314072"
"1800BNIN0R1","MANWAGA","Bolton Interchange (Travelling ) Stand R","-2.42739773","53.57589037"
"3100Y938639","nldgtmd","Priestpopple (Travelling West) westbound","-2.09944155","54.97008551"
"2800S28075B","","Appleby Grove (Travelling North) Adjacent","-2.98351874","53.31863819"
"2800S27068F","","Crossways (Travelling North West) Opposite","-2.98048262","53.34531568"
"2500LAA16696","","Clydesdale Place (Travelling West) by","-2.72195162","53.70062714"
"2500LAA16697","","Clydesdale Place (Travelling East) opp","-2.7211639","53.7006229"
"2500LAA16706","lanpata","Marathon Place (Travelling South) by","-2.72647381","53.70111212"
"2500LAA16705","lanpapw","Marathon Place (Travelling North) opp","-2.72687488","53.70153214"
"2500DCL461","landmag","Oakbank Drive (Travelling West) by","-2.38795576","53.75263435"
"68000000903","halagtd","Castlefields (Travelling West)","-2.68746838","53.33782686"
"68000000904","halagtd","Castlefields (Travelling East)","-2.68760599","53.33797888"
"1800BNIN0J1","MANWADW","Bolton Interchange (Travelling ) Stand J","-2.42719833","53.57558548"
"90079144596","","Rusland Pool (Travelling East) o/s","-3.03318254","54.24957108"
"90079145032","","Rusland Pool (Travelling West) opp","-3.03898096","54.24822699"
"3100Z006338","nldwapj","Close House Lodge Gates (Travelling West)","-1.81332032","54.99337458"
"1800WK00251","MANWAGD","Market Hall (Travelling South West) Stop H","-2.63320122","53.54891111"
"1800BNIN0L1","MANWADW","Bolton Interchange (Travelling ) Stand L","-2.42725964","53.57567514"
"1800WK00301","MANWAGD","Richmond St (Travelling North East) Stop B","-2.63584696","53.54719824"
"1800WK00261","MANWAGD","Market Hall (Travelling South West) Stop J","-2.63287216","53.5491106"
"1800BNIN0E1","MANWADT","Bolton Interchange (Travelling ) Stand E","-2.42695408","53.57532569"
"2590B0661","blpagtp","Central Library (Travelling South) by","-3.05332479","53.82046813"
"90002225056","","The Grove (Travelling East) at","-3.38616607","54.66459056"
"90002225055","","The Grove (Travelling West) opp","-3.38614812","54.66451886"
"90010021489","cumajwg","Oxford Street (Travelling North) in","-3.22452104","54.12183869"
"1800BNIN0K1","MANWADW","Bolton Interchange (Travelling ) Stand K","-2.42722898","53.57563031"
"9400ZZMABKS1","mantpmg","Brooklands (Manchester Metrolink) (Travelling )","-2.32579422","53.41725863"
"9400ZZMABKS2","mantpmg","Brooklands (Manchester Metrolink) (Travelling )","-2.32610929","53.41714091"
"9400ZZMANAV1","mantpmj","Navigation Road (Manchester Metrolink) (Travelling )","-2.34331607","53.39589755"
"9400ZZMAOLD1","mantpmd","Old Trafford (Manchester Metrolink) (Travelling )","-2.28496548","53.45634638"
"9400ZZMASFD1","mantpmd","Stretford (Manchester Metrolink) (Travelling )","-2.30361148","53.44608946"
"9400ZZMASFD2","mantpmd","Stretford (Manchester Metrolink) (Travelling )","-2.30380753","53.4461339"
"9400ZZMATIM1","mantpmj","Timperley (Manchester Metrolink) (Travelling )","-2.33834418","53.40420823"
"9400ZZMAALT1","mantpmj","Altrincham (Manchester Metrolink) (Travelling )","-2.34741275","53.38743639"
"9400ZZMATIM2","mantpmg","Timperley (Manchester Metrolink) (Travelling )","-2.33849502","53.40426174"
"9400ZZMADNE1","mantpmg","Dane Road (Manchester Metrolink) (Travelling )","-2.31153526","53.43022225"
"9400ZZMADNE2","mantpmg","Dane Road (Manchester Metrolink) (Travelling )","-2.31136938","53.43017774"
"9400ZZMAOLD2","mantpmd","Old Trafford (Manchester Metrolink) (Travelling )","-2.28466375","53.4562662"
"9400ZZMASLE1","mantpmg","Sale (Manchester Metrolink) (Travelling )","-2.31908993","53.42410805"
"9400ZZMASLE2","mantpmg","Sale (Manchester Metrolink) (Travelling )","-2.31925586","53.42416154"
"0610CH19167","chwadpt","Chester Bus Interchange (Travelling ) Stand L","-2.8889029","53.19445964"
"1800BNIN0S1","MANWAGA","Bolton Interchange (Travelling ) Stand S","-2.42741338","53.57594424"
"2500IMG733","langjwt","The Green (Travelling South West) by","-3.00998101","53.91430108"
"2500LAA16643","lanpapt","BAE South Entrance (Travelling East) by","-2.56348593","53.76990465"
"2500LAA16642","lanpapt","BAE South Entrance (Travelling West) opp","-2.56571195","53.76958856"
"2500LAA16638","lanpapm","Ringtail Park (Travelling East) by","-2.86536065","53.58740148"
"1800BNIN0V1","MANWAGA","Bolton Interchange (Travelling ) Stand V","-2.42750535","53.57607874"
"1800BNIN0Q1","MANWAGA","Bolton Interchange (Travelling ) Stand Q","-2.42736717","53.57585453"
"69002057","7272057","Newsagents (Travelling South West) At","-2.84104576","55.54750366"
"69002056","7272056","Market Place (Travelling North East) At","-2.84150167","55.54732981"
"2800S15009D","mergpgj","Millbrook Lane (Travelling West) Adjacent","-2.77071736","53.4603027"
"1800BNIN0H1","MANWADW","Bolton Interchange (Travelling ) Stand H","-2.42718295","53.57555857"
"1800SG18821","MANTWTG","Piccadilly (Travelling South West) nr","-2.15732336","53.40853927"
"2590B0658","blpagtp","Central Library (Travelling East) by","-3.05294353","53.82040856"
"90050045086","","Old Prospect Works (Travelling North) at","-3.54031564","54.59370207"
"0600MA19189","cheagdw","Radbroke Hall (Travelling North West) opp","-2.34821645","53.26850439"
"9400ZZBPTHG1","lanjtpg","Thornton Gate (Blackpool Tramway) (Travelling )","-3.03950987","53.88337211"
"9400ZZBPTHG2","lanjtmw","Thornton Gate (Blackpool Tramway) (Travelling )","-3.03960113","53.88337132"
"9400ZZBPHRW1","blpamjm","Harrow Place (Blackpool Tramway) (Travelling )","-3.058003","53.7824599"
"9400ZZBPHRW2","blpamgp","Harrow Place (Blackpool Tramway) (Travelling )","-3.05809405","53.7824591"
"9400ZZBPLDL2","lanjtpm","Lindel Road (Blackpool Tramway) (Travelling )","-3.02368174","53.91361878"
"9400ZZBPLWR1","blpamgj","Lowther Avenue (Blackpool Tramway) (Travelling )","-3.05430529","53.84196868"
"9400ZZBPLWR2","blpamjd","Lowther Avenue (Blackpool Tramway) (Travelling )","-3.05439669","53.84197686"
"9400ZZBPMCS1","blpamgm","Manchester Square (Blackpool Tramway) (Travelling )","-3.05550649","53.80815283"
"9400ZZBPMCS2","blpamjg","Manchester Square (Blackpool Tramway) (Travelling )","-3.05559736","53.80814304"
"9400ZZBPMDN1","blpamgt","Sandhurst Avenue (Blackpool Tramway) (Travelling )","-3.0516941","53.85360453"
"9400ZZBPMDN2","blpmdwp","Sandhurst Avenue (Blackpool Tramway) (Travelling )","-3.05180072","53.85361259"
"9400ZZBPGNS1","blpamgd","Gynn Square (Blackpool Tramway) (Travelling )","-3.05499481","53.83372928"
"9400ZZBPGNS2","blpamgw","Gynn Square (Blackpool Tramway) (Travelling )","-3.05510116","53.83372834"
"9400ZZBPHFD1","lanjtmw","Heathfield Road (Blackpool Tramway) (Travelling )","-3.02729336","53.91003758"
"9400ZZBPSLY2","lanjtpm","Stanley Road (Blackpool Tramway) (Travelling )","-3.02063284","53.9165749"
"9400ZZBPSRG1","","Starr Gate (Blackpool Tramway) (Travelling )","-3.05600727","53.77792935"
"9400ZZBPSRG2","blpamgp","Starr Gate (Blackpool Tramway) (Travelling )","-3.05606683","53.77788388"
"9400ZZBPCLY1","lanjtmw","Cleveleys (Blackpool Tramway) (Travelling )","-3.03970153","53.87760896"
"9400ZZBPCLY2","lanjtpg","Cleveleys (Blackpool Tramway) (Travelling )","-3.03986904","53.8776165"
"9400ZZBPLBH1","blpamgd","Little Bispham (Blackpool Tramway) (Travelling )","-3.04730769","53.86606476"
"9400ZZBPLBH2","blpamja","Little Bispham (Blackpool Tramway) (Travelling )","-3.04769737","53.86583665"
"9400ZZBPHFD2","lanjtpg","Heathfield Road (Blackpool Tramway) (Travelling )","-3.02738534","53.91006376"
"9400ZZBPWST1","lanjtpj","West Drive (Blackpool Tramway) (Travelling )","-3.03897846","53.88034766"
"9400ZZBPWST2","lanjtpa","West Drive (Blackpool Tramway) (Travelling )","-3.03906971","53.88034687"
"9400ZZBPWTL1","blpamgm","Waterloo Road (Blackpool Tramway) (Travelling )","-3.05583945","53.79904464"
"9400ZZBPWTL2","blpamjg","Waterloo Road (Blackpool Tramway) (Travelling )","-3.05593053","53.79904384"
"9400ZZBPWTP1","blpamgd","Wilton Parade (Blackpool Tramway) (Travelling )","-3.05560501","53.8277826"
"9400ZZBPWTP2","blpamja","Wilton Parade (Blackpool Tramway) (Travelling )","-3.05568096","53.82778193"
"9400ZZBPSTC1","blpamgm","St Chad's (Blackpool Tramway) (Travelling )","-3.05554461","53.8024179"
"9400ZZBPSTC2","blpamjg","St Chad's (Blackpool Tramway) (Travelling )","-3.05563592","53.80242608"
"9400ZZBPCVD1","blpamgd","Cavendish Road (Blackpool Tramway) (Travelling )","-3.05355336","53.84652339"
"9400ZZBPVTA2","lanjtpj","Victoria Street (Blackpool Tramway) (Travelling )","-3.00868406","53.92491806"
"9400ZZBPRSQ1","lanjtpa","Rossall Square (Blackpool Tramway) (Travelling )","-3.03668016","53.90058214"
"9400ZZBPRSQ2","lanjtpj","Rossall Square (Blackpool Tramway) (Travelling )","-3.03674192","53.90061756"
"9400ZZBPSHP1","blpamgp","South Pier (Blackpool Tramway) (Travelling )","-3.0563363","53.79585837"
"9400ZZBPSHP2","blpamjg","South Pier (Blackpool Tramway) (Travelling )","-3.05642737","53.79585757"
"9400ZZBPSLY1","lanjtpd","Stanley Road (Blackpool Tramway) (Travelling )","-3.02054085","53.91654871"
"9400ZZBPCVD2","blpamja","Cavendish Road (Blackpool Tramway) (Travelling )","-3.0536459","53.8465765"
"9400ZZBPTOW1","blpamga","Tower (Blackpool Tramway) (Travelling )","-3.0558205","53.81460374"
"9400ZZBPTOW2","blpamgw","Tower (Blackpool Tramway) (Travelling )","-3.05591161","53.81460293"
"9400ZZBPVTA1","lanjtpa","Victoria Street (Blackpool Tramway) (Travelling )","-3.00857748","53.92491896"
"9400ZZBPAHM1","blpamdw","Anchorsholme (Blackpool Tramway) (Travelling )","-3.04268009","53.8713812"
"9400ZZBPAHM2","blpamgp","Anchorsholme (Blackpool Tramway) (Travelling )","-3.04277133","53.8713804"
"9400ZZBPNPR1","blpamga","North Pier (Blackpool Tramway) (Travelling )","-3.05611152","53.81772014"
"9400ZZBPNPR2","blpamgw","North Pier (Blackpool Tramway) (Travelling )","-3.05570428","53.81964724"
"9400ZZBPPLB1","blpamgm","Pleasure Beach (Blackpool Tramway) (Travelling )","-3.0572451","53.79336057"
"9400ZZBPPLB2","blpamjg","Pleasure Beach (Blackpool Tramway) (Travelling )","-3.05670593","53.79365295"
"9400ZZBPPLT1","blpamga","Pleasant Street (Blackpool Tramway) (Travelling )","-3.05549798","53.8253387"
"9400ZZBPPLT2","blpamgw","Pleasant Street (Blackpool Tramway) (Travelling )","-3.05558911","53.8253379"
"9400ZZBPPRT1","lanjtpd","London Street (Blackpool Tramway) (Travelling )","-3.01132377","53.92261285"
"9400ZZBPPRT2","lanjtpm","London Street (Blackpool Tramway) (Travelling )","-3.01138597","53.92266626"
"9400ZZBPRSB1","lanjtpa","Rossall Beach (Blackpool Tramway) (Travelling )","-3.04032943","53.88758051"
"9400ZZBPRSB2","lanjtpj","Rossall Beach (Blackpool Tramway) (Travelling )","-3.04043613","53.88758857"
"9400ZZBPRSC1","lanjtpa","Rossall School (Blackpool Tramway) (Travelling )","-3.03943281","53.89681923"
"9400ZZBPRSC2","lanjtpj","Rossall School (Blackpool Tramway) (Travelling )","-3.03953932","53.8968183"
"9400ZZBPLDL1","lanjtpd","Lindel Road (Blackpool Tramway) (Travelling )","-3.02358976","53.9135926"
"9400ZZBPCLH1","blpamja","Cliffs Hotel (Blackpool Tramway) (Travelling )","-3.05486808","53.83594153"
"9400ZZBPCLH2","blpamgj","Cliffs Hotel (Blackpool Tramway) (Travelling )","-3.05497465","53.83594958"
"9400ZZBPCLP1","blpamjd","Central Pier (Blackpool Tramway) (Travelling )","-3.05552429","53.81188286"
"9400ZZBPCLP2","blpamgm","Central Pier (Blackpool Tramway) (Travelling )","-3.05561539","53.81188206"
"9400ZZBPFMW1","lanjtpd","Fisherman's Walk (Blackpool Tramway) (Travelling )","-3.01734322","53.9196678"
"9400ZZBPFMW2","lanjtpm","Fisherman's Walk (Blackpool Tramway) (Travelling )","-3.01741999","53.91969411"
"9400ZZBPBSH1","blpamga","Bispham (Blackpool Tramway) (Travelling )","-3.05349634","53.84909455"
"9400ZZBPBSH2","blpamgt","Bispham (Blackpool Tramway) (Travelling )","-3.05344909","53.84963427"
"9400ZZBPBUT1","blpamgm","Burlington Road West (Blackpool Tramway) (Travelling )","-3.05831721","53.78710415"
"9400ZZBPBUT2","blpamjg","Burlington Road West (Blackpool Tramway) (Travelling )","-3.0582941","53.78739198"
"9400ZZBPBWR1","lanjtmw","Broadwater (Blackpool Tramway) (Travelling )","-3.03198792","53.90410103"
